Datekey,DayofMonth,MonthNumber,FirstOfMonth,ShortMonth,MonthName,MonthNumberYear,week,WeekNumber,DayOfWeek,QuarterFull,Qrt,QuarterYear,Year,FirstOfYear
8/9/2015,9,8,8/1/2015,Aug,August,2015-8,33,32,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/10/2015,10,8,8/1/2015,Aug,August,2015-8,33,33,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/11/2015,11,8,8/1/2015,Aug,August,2015-8,33,33,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/12/2015,12,8,8/1/2015,Aug,August,2015-8,33,33,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/13/2015,13,8,8/1/2015,Aug,August,2015-8,33,33,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/14/2015,14,8,8/1/2015,Aug,August,2015-8,33,33,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/15/2015,15,8,8/1/2015,Aug,August,2015-8,33,33,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/16/2015,16,8,8/1/2015,Aug,August,2015-8,34,33,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/17/2015,17,8,8/1/2015,Aug,August,2015-8,34,34,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/18/2015,18,8,8/1/2015,Aug,August,2015-8,34,34,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/19/2015,19,8,8/1/2015,Aug,August,2015-8,34,34,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/20/2015,20,8,8/1/2015,Aug,August,2015-8,34,34,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/21/2015,21,8,8/1/2015,Aug,August,2015-8,34,34,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/22/2015,22,8,8/1/2015,Aug,August,2015-8,34,34,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/23/2015,23,8,8/1/2015,Aug,August,2015-8,35,34,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/24/2015,24,8,8/1/2015,Aug,August,2015-8,35,35,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/25/2015,25,8,8/1/2015,Aug,August,2015-8,35,35,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/26/2015,26,8,8/1/2015,Aug,August,2015-8,35,35,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/27/2015,27,8,8/1/2015,Aug,August,2015-8,35,35,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/28/2015,28,8,8/1/2015,Aug,August,2015-8,35,35,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/29/2015,29,8,8/1/2015,Aug,August,2015-8,35,35,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/30/2015,30,8,8/1/2015,Aug,August,2015-8,36,35,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
8/31/2015,31,8,8/1/2015,Aug,August,2015-8,36,36,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/1/2015,1,9,9/1/2015,Sep,September,2015-9,36,36,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/2/2015,2,9,9/1/2015,Sep,September,2015-9,36,36,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/3/2015,3,9,9/1/2015,Sep,September,2015-9,36,36,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/4/2015,4,9,9/1/2015,Sep,September,2015-9,36,36,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/5/2015,5,9,9/1/2015,Sep,September,2015-9,36,36,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/6/2015,6,9,9/1/2015,Sep,September,2015-9,37,36,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/7/2015,7,9,9/1/2015,Sep,September,2015-9,37,37,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/8/2015,8,9,9/1/2015,Sep,September,2015-9,37,37,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/9/2015,9,9,9/1/2015,Sep,September,2015-9,37,37,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/10/2015,10,9,9/1/2015,Sep,September,2015-9,37,37,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/11/2015,11,9,9/1/2015,Sep,September,2015-9,37,37,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/12/2015,12,9,9/1/2015,Sep,September,2015-9,37,37,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/13/2015,13,9,9/1/2015,Sep,September,2015-9,38,37,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/14/2015,14,9,9/1/2015,Sep,September,2015-9,38,38,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/15/2015,15,9,9/1/2015,Sep,September,2015-9,38,38,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/16/2015,16,9,9/1/2015,Sep,September,2015-9,38,38,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/17/2015,17,9,9/1/2015,Sep,September,2015-9,38,38,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/18/2015,18,9,9/1/2015,Sep,September,2015-9,38,38,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/19/2015,19,9,9/1/2015,Sep,September,2015-9,38,38,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/20/2015,20,9,9/1/2015,Sep,September,2015-9,39,38,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/21/2015,21,9,9/1/2015,Sep,September,2015-9,39,39,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/22/2015,22,9,9/1/2015,Sep,September,2015-9,39,39,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/23/2015,23,9,9/1/2015,Sep,September,2015-9,39,39,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/24/2015,24,9,9/1/2015,Sep,September,2015-9,39,39,5,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/25/2015,25,9,9/1/2015,Sep,September,2015-9,39,39,6,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/26/2015,26,9,9/1/2015,Sep,September,2015-9,39,39,7,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/27/2015,27,9,9/1/2015,Sep,September,2015-9,40,39,1,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/28/2015,28,9,9/1/2015,Sep,September,2015-9,40,40,2,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/29/2015,29,9,9/1/2015,Sep,September,2015-9,40,40,3,Quarter 3,Q 3,Mar-15,2015,1/1/2015
9/30/2015,30,9,9/1/2015,Sep,September,2015-9,40,40,4,Quarter 3,Q 3,Mar-15,2015,1/1/2015
10/1/2015,1,10,10/1/2015,Oct,October,2015-10,40,40,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/2/2015,2,10,10/1/2015,Oct,October,2015-10,40,40,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/3/2015,3,10,10/1/2015,Oct,October,2015-10,40,40,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/4/2015,4,10,10/1/2015,Oct,October,2015-10,41,40,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/5/2015,5,10,10/1/2015,Oct,October,2015-10,41,41,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/6/2015,6,10,10/1/2015,Oct,October,2015-10,41,41,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/7/2015,7,10,10/1/2015,Oct,October,2015-10,41,41,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/8/2015,8,10,10/1/2015,Oct,October,2015-10,41,41,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/9/2015,9,10,10/1/2015,Oct,October,2015-10,41,41,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/10/2015,10,10,10/1/2015,Oct,October,2015-10,41,41,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/11/2015,11,10,10/1/2015,Oct,October,2015-10,42,41,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/12/2015,12,10,10/1/2015,Oct,October,2015-10,42,42,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/13/2015,13,10,10/1/2015,Oct,October,2015-10,42,42,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/14/2015,14,10,10/1/2015,Oct,October,2015-10,42,42,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/15/2015,15,10,10/1/2015,Oct,October,2015-10,42,42,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/16/2015,16,10,10/1/2015,Oct,October,2015-10,42,42,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/17/2015,17,10,10/1/2015,Oct,October,2015-10,42,42,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/18/2015,18,10,10/1/2015,Oct,October,2015-10,43,42,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/19/2015,19,10,10/1/2015,Oct,October,2015-10,43,43,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/20/2015,20,10,10/1/2015,Oct,October,2015-10,43,43,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/21/2015,21,10,10/1/2015,Oct,October,2015-10,43,43,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/22/2015,22,10,10/1/2015,Oct,October,2015-10,43,43,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/23/2015,23,10,10/1/2015,Oct,October,2015-10,43,43,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/24/2015,24,10,10/1/2015,Oct,October,2015-10,43,43,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/25/2015,25,10,10/1/2015,Oct,October,2015-10,44,43,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/26/2015,26,10,10/1/2015,Oct,October,2015-10,44,44,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/27/2015,27,10,10/1/2015,Oct,October,2015-10,44,44,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/28/2015,28,10,10/1/2015,Oct,October,2015-10,44,44,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/29/2015,29,10,10/1/2015,Oct,October,2015-10,44,44,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/30/2015,30,10,10/1/2015,Oct,October,2015-10,44,44,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
10/31/2015,31,10,10/1/2015,Oct,October,2015-10,44,44,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/1/2015,1,11,11/1/2015,Nov,November,2015-11,45,44,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/2/2015,2,11,11/1/2015,Nov,November,2015-11,45,45,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/3/2015,3,11,11/1/2015,Nov,November,2015-11,45,45,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/4/2015,4,11,11/1/2015,Nov,November,2015-11,45,45,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/5/2015,5,11,11/1/2015,Nov,November,2015-11,45,45,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/6/2015,6,11,11/1/2015,Nov,November,2015-11,45,45,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/7/2015,7,11,11/1/2015,Nov,November,2015-11,45,45,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/8/2015,8,11,11/1/2015,Nov,November,2015-11,46,45,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/9/2015,9,11,11/1/2015,Nov,November,2015-11,46,46,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/10/2015,10,11,11/1/2015,Nov,November,2015-11,46,46,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/11/2015,11,11,11/1/2015,Nov,November,2015-11,46,46,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/12/2015,12,11,11/1/2015,Nov,November,2015-11,46,46,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/13/2015,13,11,11/1/2015,Nov,November,2015-11,46,46,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/14/2015,14,11,11/1/2015,Nov,November,2015-11,46,46,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/15/2015,15,11,11/1/2015,Nov,November,2015-11,47,46,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/16/2015,16,11,11/1/2015,Nov,November,2015-11,47,47,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/17/2015,17,11,11/1/2015,Nov,November,2015-11,47,47,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/18/2015,18,11,11/1/2015,Nov,November,2015-11,47,47,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/19/2015,19,11,11/1/2015,Nov,November,2015-11,47,47,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/20/2015,20,11,11/1/2015,Nov,November,2015-11,47,47,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/21/2015,21,11,11/1/2015,Nov,November,2015-11,47,47,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/22/2015,22,11,11/1/2015,Nov,November,2015-11,48,47,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/23/2015,23,11,11/1/2015,Nov,November,2015-11,48,48,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/24/2015,24,11,11/1/2015,Nov,November,2015-11,48,48,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/25/2015,25,11,11/1/2015,Nov,November,2015-11,48,48,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/26/2015,26,11,11/1/2015,Nov,November,2015-11,48,48,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/27/2015,27,11,11/1/2015,Nov,November,2015-11,48,48,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/28/2015,28,11,11/1/2015,Nov,November,2015-11,48,48,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/29/2015,29,11,11/1/2015,Nov,November,2015-11,49,48,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
11/30/2015,30,11,11/1/2015,Nov,November,2015-11,49,49,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/1/2015,1,12,12/1/2015,Dec,December,2015-12,49,49,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/2/2015,2,12,12/1/2015,Dec,December,2015-12,49,49,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/3/2015,3,12,12/1/2015,Dec,December,2015-12,49,49,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/4/2015,4,12,12/1/2015,Dec,December,2015-12,49,49,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/5/2015,5,12,12/1/2015,Dec,December,2015-12,49,49,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/6/2015,6,12,12/1/2015,Dec,December,2015-12,50,49,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/7/2015,7,12,12/1/2015,Dec,December,2015-12,50,50,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/8/2015,8,12,12/1/2015,Dec,December,2015-12,50,50,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/9/2015,9,12,12/1/2015,Dec,December,2015-12,50,50,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/10/2015,10,12,12/1/2015,Dec,December,2015-12,50,50,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/11/2015,11,12,12/1/2015,Dec,December,2015-12,50,50,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/12/2015,12,12,12/1/2015,Dec,December,2015-12,50,50,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/13/2015,13,12,12/1/2015,Dec,December,2015-12,51,50,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/14/2015,14,12,12/1/2015,Dec,December,2015-12,51,51,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/15/2015,15,12,12/1/2015,Dec,December,2015-12,51,51,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/16/2015,16,12,12/1/2015,Dec,December,2015-12,51,51,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/17/2015,17,12,12/1/2015,Dec,December,2015-12,51,51,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/18/2015,18,12,12/1/2015,Dec,December,2015-12,51,51,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/19/2015,19,12,12/1/2015,Dec,December,2015-12,51,51,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/20/2015,20,12,12/1/2015,Dec,December,2015-12,52,51,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/21/2015,21,12,12/1/2015,Dec,December,2015-12,52,52,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/22/2015,22,12,12/1/2015,Dec,December,2015-12,52,52,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/23/2015,23,12,12/1/2015,Dec,December,2015-12,52,52,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/24/2015,24,12,12/1/2015,Dec,December,2015-12,52,52,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/25/2015,25,12,12/1/2015,Dec,December,2015-12,52,52,6,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/26/2015,26,12,12/1/2015,Dec,December,2015-12,52,52,7,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/27/2015,27,12,12/1/2015,Dec,December,2015-12,53,52,1,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/28/2015,28,12,12/1/2015,Dec,December,2015-12,53,53,2,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/29/2015,29,12,12/1/2015,Dec,December,2015-12,53,53,3,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/30/2015,30,12,12/1/2015,Dec,December,2015-12,53,53,4,Quarter 4,Q 4,Apr-15,2015,1/1/2015
12/31/2015,31,12,12/1/2015,Dec,December,2015-12,53,53,5,Quarter 4,Q 4,Apr-15,2015,1/1/2015
1/1/2016,1,1,1/1/2016,Jan,January,2016-1,1,53,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/2/2016,2,1,1/1/2016,Jan,January,2016-1,1,53,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/3/2016,3,1,1/1/2016,Jan,January,2016-1,2,53,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/4/2016,4,1,1/1/2016,Jan,January,2016-1,2,1,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/5/2016,5,1,1/1/2016,Jan,January,2016-1,2,1,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/6/2016,6,1,1/1/2016,Jan,January,2016-1,2,1,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/7/2016,7,1,1/1/2016,Jan,January,2016-1,2,1,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/8/2016,8,1,1/1/2016,Jan,January,2016-1,2,1,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/9/2016,9,1,1/1/2016,Jan,January,2016-1,2,1,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/10/2016,10,1,1/1/2016,Jan,January,2016-1,3,1,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/11/2016,11,1,1/1/2016,Jan,January,2016-1,3,2,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/12/2016,12,1,1/1/2016,Jan,January,2016-1,3,2,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/13/2016,13,1,1/1/2016,Jan,January,2016-1,3,2,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/14/2016,14,1,1/1/2016,Jan,January,2016-1,3,2,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/15/2016,15,1,1/1/2016,Jan,January,2016-1,3,2,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/16/2016,16,1,1/1/2016,Jan,January,2016-1,3,2,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/17/2016,17,1,1/1/2016,Jan,January,2016-1,4,2,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/18/2016,18,1,1/1/2016,Jan,January,2016-1,4,3,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/19/2016,19,1,1/1/2016,Jan,January,2016-1,4,3,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/20/2016,20,1,1/1/2016,Jan,January,2016-1,4,3,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/21/2016,21,1,1/1/2016,Jan,January,2016-1,4,3,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/22/2016,22,1,1/1/2016,Jan,January,2016-1,4,3,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/23/2016,23,1,1/1/2016,Jan,January,2016-1,4,3,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/24/2016,24,1,1/1/2016,Jan,January,2016-1,5,3,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/25/2016,25,1,1/1/2016,Jan,January,2016-1,5,4,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/26/2016,26,1,1/1/2016,Jan,January,2016-1,5,4,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/27/2016,27,1,1/1/2016,Jan,January,2016-1,5,4,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/28/2016,28,1,1/1/2016,Jan,January,2016-1,5,4,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/29/2016,29,1,1/1/2016,Jan,January,2016-1,5,4,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/30/2016,30,1,1/1/2016,Jan,January,2016-1,5,4,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
1/31/2016,31,1,1/1/2016,Jan,January,2016-1,6,4,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/1/2016,1,2,2/1/2016,Feb,February,2016-2,6,5,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/2/2016,2,2,2/1/2016,Feb,February,2016-2,6,5,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/3/2016,3,2,2/1/2016,Feb,February,2016-2,6,5,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/4/2016,4,2,2/1/2016,Feb,February,2016-2,6,5,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/5/2016,5,2,2/1/2016,Feb,February,2016-2,6,5,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/6/2016,6,2,2/1/2016,Feb,February,2016-2,6,5,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/7/2016,7,2,2/1/2016,Feb,February,2016-2,7,5,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/8/2016,8,2,2/1/2016,Feb,February,2016-2,7,6,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/9/2016,9,2,2/1/2016,Feb,February,2016-2,7,6,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/10/2016,10,2,2/1/2016,Feb,February,2016-2,7,6,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/11/2016,11,2,2/1/2016,Feb,February,2016-2,7,6,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/12/2016,12,2,2/1/2016,Feb,February,2016-2,7,6,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/13/2016,13,2,2/1/2016,Feb,February,2016-2,7,6,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/14/2016,14,2,2/1/2016,Feb,February,2016-2,8,6,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/15/2016,15,2,2/1/2016,Feb,February,2016-2,8,7,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/16/2016,16,2,2/1/2016,Feb,February,2016-2,8,7,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/17/2016,17,2,2/1/2016,Feb,February,2016-2,8,7,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/18/2016,18,2,2/1/2016,Feb,February,2016-2,8,7,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/19/2016,19,2,2/1/2016,Feb,February,2016-2,8,7,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/20/2016,20,2,2/1/2016,Feb,February,2016-2,8,7,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/21/2016,21,2,2/1/2016,Feb,February,2016-2,9,7,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/22/2016,22,2,2/1/2016,Feb,February,2016-2,9,8,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/23/2016,23,2,2/1/2016,Feb,February,2016-2,9,8,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/24/2016,24,2,2/1/2016,Feb,February,2016-2,9,8,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/25/2016,25,2,2/1/2016,Feb,February,2016-2,9,8,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/26/2016,26,2,2/1/2016,Feb,February,2016-2,9,8,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/27/2016,27,2,2/1/2016,Feb,February,2016-2,9,8,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/28/2016,28,2,2/1/2016,Feb,February,2016-2,10,8,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
2/29/2016,29,2,2/1/2016,Feb,February,2016-2,10,9,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/1/2016,1,3,3/1/2016,Mar,March,2016-3,10,9,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/2/2016,2,3,3/1/2016,Mar,March,2016-3,10,9,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/3/2016,3,3,3/1/2016,Mar,March,2016-3,10,9,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/4/2016,4,3,3/1/2016,Mar,March,2016-3,10,9,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/5/2016,5,3,3/1/2016,Mar,March,2016-3,10,9,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/6/2016,6,3,3/1/2016,Mar,March,2016-3,11,9,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/7/2016,7,3,3/1/2016,Mar,March,2016-3,11,10,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/8/2016,8,3,3/1/2016,Mar,March,2016-3,11,10,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/9/2016,9,3,3/1/2016,Mar,March,2016-3,11,10,4,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/10/2016,10,3,3/1/2016,Mar,March,2016-3,11,10,5,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/11/2016,11,3,3/1/2016,Mar,March,2016-3,11,10,6,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/12/2016,12,3,3/1/2016,Mar,March,2016-3,11,10,7,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/13/2016,13,3,3/1/2016,Mar,March,2016-3,12,10,1,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/14/2016,14,3,3/1/2016,Mar,March,2016-3,12,11,2,Quarter 1,Q 1,Jan-16,2016,1/1/2016
3/15/2016,15,3,3/1/2016,Mar,March,2016-3,12,11,3,Quarter 1,Q 1,Jan-16,2016,1/1/2016
