",,",,,,,,,,,,,,,,,,,,,,
Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Brand,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price, Recommended Retail Price ,Typical Weight Per Unit,Photo,Discount,Valid From,Valid To,Lineage Key
605,153,Small sized bubblewrap roll 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14,4.5, ? 6.730 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
606,154,Medium sized bubblewrap roll 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14,20, ? 29.900 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
607,155,Large sized bubblewrap roll 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14,24, ? 35.880 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
608,156,10 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14,15, ? 22.430 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
609,157,10 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14,30, ? 44.850 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
610,158,10 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14,105, ? 156.980 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
611,159,20 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14,18, ? 26.910 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
612,160,20 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14,33, ? 49.340 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
613,161,20 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14,108, ? 161.460 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
614,162,32 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,0,N/A,14,22, ? 32.890 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
615,163,32 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,0,N/A,14,37, ? 55.320 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
616,164,32 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,0,N/A,14,112, ? 167.440 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
617,165,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,0,N/A,14,26, ? 38.870 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
618,166,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,0,N/A,14,42, ? 62.790 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
619,167,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,0,N/A,14,99, ? 148.010 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
620,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,0,N/A,14,29, ? 43.360 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
621,169,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,0,N/A,14,45, ? 67.280 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
622,170,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,0,N/A,14,102, ? 152.490 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
623,171,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,0,N/A,14,32, ? 47.840 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
624,172,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,0,N/A,14,48, ? 71.760 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
625,173,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,0,N/A,14,105, ? 156.980 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
626,174,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,N/A,1.5m,14,1,0,N/A,14,240, ? 358.800 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
627,175,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,N/A,1.5m,14,1,0,N/A,14,240, ? 358.800 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
628,176,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,N/A,1.5m,14,1,0,N/A,14,240, ? 358.800 ,10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
629,177,Shipping carton (Brown) 413x285x187mm,N/A,Each,Each,N/A,413x285x187mm,14,25,0,N/A,14,1.05, ? 1.570 ,0.3,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
630,178,Shipping carton (Brown) 500x310x310mm,N/A,Each,Each,N/A,500x310x310mm,14,25,0,N/A,14,2.55, ? 3.810 ,0.4,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
631,179,Shipping carton (Brown) 229x229x229mm,N/A,Each,Each,N/A,229x229x229mm,14,25,0,N/A,14,1.05, ? 1.570 ,0.3,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
632,180,Shipping carton (Brown) 279x254x217mm,N/A,Each,Each,N/A,279x254x217mm,14,25,0,N/A,14,1.11, ? 1.660 ,0.3,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
633,181,Shipping carton (Brown) 356x229x229mm,N/A,Each,Each,N/A,356x229x229mm,14,25,0,N/A,14,1.14, ? 1.700 ,0.4,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
634,182,Shipping carton (Brown) 457x279x279mm,N/A,Each,Each,N/A,457x279x279mm,14,25,0,N/A,14,1.28, ? 1.910 ,0.4,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
635,183,Shipping carton (Brown) 480x270x320mm,N/A,Each,Each,N/A,480x270x320mm,14,25,0,N/A,14,2.74, ? 4.100 ,0.4,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
636,184,Shipping carton (Brown) 305x305x305mm,N/A,Each,Each,N/A,305x305x305mm,14,25,0,N/A,14,3.5, ? 5.230 ,0.3,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
637,185,Shipping carton (Brown) 356x356x279mm,N/A,Each,Each,N/A,356x356x279mm,14,25,0,N/A,14,2.04, ? 3.050 ,0.3,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
638,186,Shipping carton (Brown) 457x457x457mm,N/A,Each,Each,N/A,457x457x457mm,14,25,0,N/A,14,2.1, ? 3.140 ,0.4,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
639,187,Express post box 5kg (White) 350x280x130mm,N/A,Each,Each,N/A,350x280x130mm,14,25,0,N/A,14,0.95, ? 1.420 ,0.2,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
640,188,3 kg Courier post bag (White) 300x190x95mm,N/A,Each,Each,N/A,300x190x95mm,14,25,0,N/A,14,0.66, ? 0.990 ,0.1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
641,189,Clear packaging tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,26,0,N/A,14,2.9, ? 4.340 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
642,190,Clear packaging tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,20,0,N/A,14,3.5, ? 5.230 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
643,191,Black and orange fragile despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,36,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
644,192,Black and orange fragile despatch tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,36,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
645,193,Black and orange glass with care despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
646,194,Black and orange glass with care despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
647,195,Black and orange handle with care despatch tape  48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
648,196,Black and orange handle with care despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
649,197,Black and orange this way up despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
650,198,Black and orange this way up despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
651,199,Black and yellow heavy despatch tape  48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
652,200,Black and yellow heavy despatch tape 48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
653,201,Red and white urgent despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14,3.7, ? 5.530 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
654,202,Red and white urgent  heavy despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
655,203,Tape dispenser (Black),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20,32, ? 47.840 ,1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
656,204,Tape dispenser (Red),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20,32, ? 47.840 ,1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
657,205,Tape dispenser (Blue),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20,32, ? 47.840 ,1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
658,206,Permanent marker black 5mm nib (Black) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14,2.7, ? 4.040 ,0.1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
659,207,Permanent marker blue 5mm nib (Blue) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14,2.7, ? 4.040 ,0.1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
660,208,Permanent marker red 5mm nib (Red) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14,2.7, ? 4.040 ,0.1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
661,209,Packing knife with metal insert blade (Yellow) 9mm,N/A,Each,Each,N/A,9mm,14,5,0,N/A,14,1.89, ? 2.830 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
662,210,Packing knife with metal insert blade (Yellow) 18mm,N/A,Each,Each,N/A,18mm,14,5,0,N/A,14,2.4, ? 3.590 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
663,211,Small 9mm replacement blades 9mm,N/A,Each,Each,N/A,9mm,14,10,0,N/A,14,4.1, ? 6.130 ,0.7,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
664,212,Large  replacement blades 18mm,N/A,Each,Each,N/A,18mm,14,10,0,N/A,14,4.3, ? 6.430 ,0.8,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
665,213,Air cushion film 200mmx100mm 325m,N/A,Each,Each,N/A,325m,14,1,0,N/A,14,87, ? 130.070 ,5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
666,214,Air cushion film 200mmx200mm 325m,N/A,Each,Each,N/A,325m,14,1,0,N/A,14,90, ? 134.550 ,6,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
667,215,Air cushion machine (Blue),N/A,Each,Each,N/A,N/A,20,1,0,N/A,20,1899," ? 2,839.010 ",10,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
668,216,Void fill 100 L bag (White) 100L,N/A,Each,Each,N/A,100L,14,10,0,N/A,14,12.5, ? 18.690 ,0.25,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
669,217,Void fill 200 L bag (White) 200L,N/A,Each,Each,N/A,200L,14,10,0,N/A,14,25, ? 37.380 ,0.5,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
670,218,Void fill 300 L bag (White) 300L,N/A,Each,Each,N/A,300L,14,10,0,N/A,14,37.5, ? 56.060 ,0.75,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
671,219,Void fill 400 L bag (White) 400L,N/A,Each,Each,N/A,400L,14,10,0,N/A,14,50, ? 74.750 ,1,NULL,,12:00.0,###############################################################################################################################################################################################################################################################,5
